"","work","collection"
"1","1835_88_Топчибашев М. Д._На памятник Императору Александру I. Два стихотворения на Персидском и турецком языках Мирзы Джафара Топчибашева","nlr"
"2","1835_88_Топчибашев М. Д._На памятник Императору Александру I. Два стихотворения на Персидском и турецком языках Мирзы Джафара Топчибашева","rsl"
"3","1835_89_NA_Стихотворение на столетие литейного дома с арсенала в Петербурге 1835 года 6 августа","nlr"
"4","1835_100_NA_За царя : [Стихотворение] / Пер. Н. Б-н-ц-кий","nlr"
"5","1835_101_NA_Князю Дмитрию Владимировичу Голицыну : [Стихотворение]","nlr"
"6","1835_103_Хвостов Д._Стихи на освящение Собора всех учебных заведений в России июля 20 дня 1835 года / граф Хвостов","nlr"
"7","1835_104_Аксаков К._Стихи, читанные в день празднования учреждения Императорского Московского университета 12-го января 1835","nlr"
"8","1835_105_б. издатель Рус. вестн_Сила ласки : [Стихотворение] И.М. Снегиреву, издателю русских пословиц. Мая 8-го 1835","nlr"
"9","1835_106_Хвостов Д._А... Л...... О...... ой 1835 года июля 26 дня","nlr"
"10","1835_107_Малышев Г._На случай отправления гвардейского отряда в Калиш 14-26-го июля 1835-го года : Стихи сии написаны музыкантом лейб-гвардии Егер. полка Малышевым.","nlr"
"11","1835_107_Малышев Г._На случай отправления гвардейского отряда в Калиш 14-26-го июля 1835-го года : Стихи сии написаны музыкантом лейб-гвардии Егер. полка Малышевым.","rsl"
"12","1835_108_Красноглазов А._[Стихотв.] Его высокородию, директору Московского коммерческого училища... Титу Алексеевичу Каменецкому, усерднейшее приношение, по случаю получения им от монарших щедрот ордена Станислава 2-й степени, от признательных воспитанников Московского коммерческого училища","nlr"
"13","1835_109_Бём А._Утренняя зоря : Стих к Светлому Христову воскресенью","rsl"
"14","1836_137_NA_Куплеты, петые в московском Английском клубе 14 ноября 1836, по случаю праздника, данного членами оного его сиятельству князю Дмитрию Владимировичу Голицыну","nlr"
"15","1836_137_NA_Куплеты, петые в московском Английском клубе 14 ноября 1836, по случаю праздника, данного членами оного его сиятельству князю Дмитрию Владимировичу Голицыну","rozanov"
"16","1836_143_NA_Хвалебное приношение веры новопрославленному Святителю Митрофану, Епископу Воронежскому. Стихотворение в пяти песнях","nlr"
"17","1836_143_NA_Хвалебное приношение веры новопрославленному Святителю Митрофану, Епископу Воронежскому. Стихотворение в пяти песнях","rsl"
"18","1836_143_NA_Хвалебное приношение веры новопрославленному Святителю Митрофану, Епископу Воронежскому. Стихотворение в пяти песнях","fi_sl"
"19","1836_147_П.Ш._История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","nlr"
